"","EUKAP2_00000006","EUKAP2_00000044","EUKAP1_00000108","EUKAP2_00000018","EUKAP2_00000002","EUKAP1_00000028","EUKAP2_00000186","EUKAP1_00000465","EUKAP1_00000186","EUKAP1_00000177","EUKAP2_00000030","EUKAP2_00000022","EUKAP1_00000039","EUKAP1_00000072","EUKAP2_00000154","EUKAP1_00000459","EUKAP2_00000193","EUKAP1_00000329","EUKAP1_00000033","EUKAP1_00001012","EUKAP2_00000240","EUKAP2_00000191","EUKAP2_00000530","EUKAP2_00000095","EUKAP1_00000206","EUKAP1_00000011","EUKAP1_00000092","EUKAP1_00001538","EUKAP1_00000188","EUKAP2_00001219","EUKAP1_00000190","EUKAP2_00000008","EUKAP1_00000085","EUKAP2_00000474","EUKAP1_00003256","EUKAP300000070","EUKAP2_00001065","EUKAP2_00001127","EUKAP1_00000357","EUKAP1_00000701","EUKAP1_00003304","EUKAP2_00002016","EUKAP1_00000811","EUKAP1_00000713","EUKAP2_00000971","EUKAP2_00001304","EUKAP1_00000035","EUKAP1_00000326","EUKAP1_00001471","EUKAP1_00000406","EUKAP1_00001769","EUKAP1_00000362","EUKAP1_00004847","EUKAP2_00001858","EUKAP2_00001291","EUKAP1_00000529","EUKAP2_00002179","EUKAP1_00000828","EUKAP2_00012119","EUKAP1_00000738","EUKAP1_00001887","EUKAP2_00022484","EUKAP1_00001587","EUKAP2_00003841","EUKAP1_00002171","EUKAP1_00000777","EUKAP1_00008737","EUKAP1_00002035","EUKAP1_00005032","EUKAP2_00000709","EUKAP1_00000169","EUKAP1_00004792","EUKAP1_00020370","EUKAP2_00001740","EUKAP2_00009458","EUKAP2_00003831","EUKAP1_00023690","EUKAP2_00022266","EUKAP2_00010014","EUKAP1_00057446","EUKAP2_00045451","EUKAP300018830","EUKAP1_00064447","EUKAP2_00070726","EUKAP300156660","EUKAP300243013","EUKAP1_00194237","EUKAP300050198","EUKAP1_00392433","EUKAP301198149","EUKAP300118644","EUKAP300121790"
"Z_21",0.209494484305607,0.139527279412364,0.0597853068848082,0.000387861732229669,0.0622566302558095,0.00879529975534303,0.033090304515827,0.352373202089963,0.00230077323321737,4.30957480255188e-05,0.0159960568337419,0.00774710322109335,0.00920772579341524,0.00938150878863114,0.0124904355101281,0,0.0021084587958185,0,0.00403063601789769,0.0035273856232287,0.0104204396017893,0,0.00681612820360109,0.00146665543598146,0,0,0.0175058080177488,0,0.000244675906515881,0.00425354762479868,0,0.00126970813803684,0,0.00369050289423929,0.00189298005569091,0.000124654383530812,0,0.000852649239418888,0.00108805942484328,0.000373963150592437,0,0.00190687863732814,0.000167750131556331,0,0.00275629501931511,0.000804920630847625,0,0,0,0,0,0.000992602207700756,0.00034476598420415,8.15586355052937e-05,0.00101113364988373,0,4.30957480255188e-05,0,0.000417058898617956,0.000163117271010587,0.000924942153832694,0.000167750131556331,0,0,8.15586355052937e-05,0,0,0.00688378825746915,0,0,0,0.000172382992102075,0.000124654383530812,0,0,0,0,0,0,0.000244675906515881,0,0,0,4.30957480255188e-05,0,0,0.000124654383530812,0,0,0,0,0
"Z_22",0.228152311612493,0.175119021463938,0.048000465960694,0.00043326555887451,0.0559030974336102,0.00838697020068249,0.0257419914518654,0.311174275055861,0.0169612302412601,0,0.0136836081822204,0.00843214119264269,0.0103482096731424,0.0146133090500009,0.0087973471205616,0.000193895711949505,0.0111403784308967,0,0.000918004838748274,0.000193895711949505,0.00269654120922181,9.69478559747527e-05,0.00852369574862428,0.00389989344893963,0,0,0.0134600176831674,0,0.00055879849685312,0.00399603474283005,0,0.00452135827675518,0,0.00377955353490044,0.00166469946152715,9.69478559747527e-05,0,0.000678634991823269,0.0048633724226634,0.000290843567924258,0,0,0,0,0.00306714043713389,0.000672635405799515,0,0,0,0,0,0,0,0.000336317702899757,0.00100895310869927,9.69478559747527e-05,0,0,0.00126001898465649,0.000387791423899011,0.000336317702899757,0.000193895711949505,0,0,0,0,0,0.00408778957486538,0,0.000239369846925005,0,0,0.000655746352827873,0.000239369846925005,0,0,0,0,0,0,0,0,9.69478559747527e-05,0,0,0,0,0,0,0,0,0
"Z_23",0.25042913910184,0.264741583549892,0.0542374128143187,0.000603622291923466,0.0690925433372066,0.0107621070584979,0.0358870849195168,0.152091551169935,0.00383238918352032,0,0.0171631423555497,0.00978441873263864,0.0141861247851041,0.0113906011933217,0.0154354593840611,0,0.00788168573742798,0.000334654798562405,0.000965808634489417,0.000135030437444142,0.00791674252532584,0,0.0211833422932002,0.000609497300549043,0,0,0.0110502849759451,0,0.00177120963205592,0.00466813017894567,0,0.00298286016054142,0,0.00463594668196248,0.0016479616303926,0.00020549936974384,0,0.00323385936409564,0.00202702288123817,0.000395560476665396,0,0.000260530039221254,0,0,0.00308707890940035,0.00104096193829844,0,0,0,0.00015412452730788,0,0.00312639288918472,0.00128724435181366,7.41247593411517e-05,0.00168358736460585,0.000268967493361061,0,0,0.000326217344422598,0,0.00154774197250524,0,0,0,0,0.00015412452730788,0,0.00352557677436189,0.000329873171464052,3.70623796705758e-05,0,0,5.13748424359599e-05,0.000325123962895375,0,0,0,0,0.00135396020148287,8.36555950081821e-05,0,0,0,0,0,0,0,0,0,0,0,0
"Z_24",0.340135372052632,0.134100538971332,0.101567035177016,0.000342673454132866,0.101472781045351,0.0180618084828485,0.0308986626050296,0.123885626208598,0.0104651330852219,0,0.0123597003549085,0.00824981444156988,0.00928149004689931,0.0124204771506308,0.0120502187836628,0,0.00371879854562223,0.000194458725952516,0.00223438155293455,0.000659256610658754,0.0095543913245104,0,0.0093716920215511,0.0064988133281321,0,0,0.0152904850295381,0,0.000439803022036334,0.00318799283283381,0.000122918147101288,0.00601809015851109,0,0.00364825127344449,0.00244632973193131,0.00014821472818035,0,0.00209960883182164,0.00173598796099567,0.000921101697167721,0,0.000492366509860276,7.41073640901748e-05,0,0.00289729805057853,0.00122731094041985,0,0,0,0,0,0.00119944757410184,8.78417791307995e-05,0.000106517151748927,0.000796603094255792,0.000356308074100701,0.000501754093705735,0,0.000370042489141326,0.000240503133579104,0.00116664558339712,0,0,0,0.00190968954996468,4.94049093934498e-05,0,0.00200998700673462,6.14590735506438e-05,0,0,0,5.54319914720468e-05,0.000279926332744759,0,0,0,0,0,0.00247230859083873,0,0,3.07295367753219e-05,0,0,0,0,0,3.24097876587527e-05,0,0,0
"Z_25",0.164078355611152,0.37002009104266,0.040436929056134,0.0423528695666405,0.034258733276438,0.0159480149867108,0.0295683681178945,0.134955018871898,0.0116118147477159,0.000206183877057853,0.0151734488290813,0.00616589184353836,0.022700402756994,0.0108869249512521,0.0101231598479305,0.00152358109336085,0.00982839990442698,0.000135254765713302,2.37615457787959e-05,0.000664529407523444,0.00627918693022721,0.000304387360741589,0.00609724333618035,0.00113178528016333,0,0,0.0208812980885698,3.07205287464331e-05,0.000497297653694699,0.00437633818992884,0,0.0028075065243478,0,0.00290445354866253,0.00163957089553208,8.33017620721201e-05,0,0.00232324205535723,0.00244932185985271,0.000606890032429662,0.000100104324883279,0.000410822438908,0.000803941381627667,0,0.00103746630117785,0.00245705856495716,2.62906166628435e-05,0,0,0,0,0.00407067821767221,0.00312175361707894,0.0014475938402482,0.00100605087259377,0.000399366873703631,0.00287128677133122,0,0.000875209866818028,0.000334835185795354,0.000782420050894223,0.00146480847013841,0,2.37615457787959e-05,0,0.000153602643732166,0,0.00242985086277112,0,0.000515083972182199,0,2.62906166628435e-05,2.62906166628435e-05,0.00238213788982002,0,0,0,0,0,7.12846373363877e-05,0,0,6.14410574928663e-05,0,0,0,2.62906166628435e-05,0,0,0,0,0
"Z_27",0.275583740389134,0.475130322054023,0.0316103098150946,0.0418644200147583,0.0239579326949108,0.00422317600561353,0.0148904589731781,0.0274633429977014,0.00389996313997588,0.000126628561879351,0.0085722209840418,0.0126381031375463,0.00971404167965545,0.00653760273310796,0.00612405249860928,0.00113338184143064,0.0134477156831103,0,0,0.000408110573528075,0.00466464484014666,0.000327089267889858,0.0046031376566999,0.00108256282056385,0,0,0.00454843738145632,2.5409510433392e-05,0.000386846950800162,0.00400434301978006,0,0.00132159355220507,0,0.00228175209010566,0.00128774033546408,3.9064981366635e-05,0,0.00115787740584049,0.00131364237557111,0.000198140284289804,0,2.5409510433392e-05,0.000568592352148412,5.0819020866784e-05,0.00139607258296878,0.00179235315154839,5.0819020866784e-05,0.000160976734356263,0,0,0,0.000725766223638487,0.0006410180205824,0.000993440833457333,0.000993097808618041,0,0.00231602429713425,0,0.000177447582746135,0.000175127161025432,0.00118039799943123,0.000845281589459095,0,0,0,3.9064981366635e-05,0,0.000557257302935872,0,0.000156754881202466,0,0,0.000101638041733568,0.00248483465356784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_28",0.362110951373017,0.198752274014547,0.0546765449847914,0.0715720101843547,0.0535731574086779,0.00660042239896566,0.0356826116644688,0.0640883705744378,0.00319998144001363,0,0.014539372970732,0.0108046639734558,0.0150676222391667,0.0096981053205243,0.0106933752160565,0.0013659225367425,0.0112448000650356,0.000176345971347059,0.000139360396506271,0.0007328611456647,0.00665974334712165,0.019372098747529,0.00631186619756423,0.000956559362109735,0,0,0.00805722910048944,0,5.07242049790194e-05,0.00274102629422477,0,0.00328299769840581,0,0.00404307872060874,0.00169054449440145,0.000151511834163766,0,0.00140370500438575,0.00295607455179835,0.000100126848411454,0,0.000114328684403408,0.000541652557552395,0,0.00142424076998055,0.00339304285154082,0,0,0,0,0,0.000778891829216091,0.000682995296378543,0.00176398438221472,0.000996916896831567,0.000151975040017488,0.00255054654290034,0,0.000633129447092386,5.00634242057271e-05,0.000477584872274284,0.00166861911124548,0,0,0,3.81095614678025e-05,0,0.00116236493605313,0.000418673914277524,0.000328321011364547,0,0,0.000252762669202234,0,0,0,0,0,0,0,0,0,2.50317121028636e-05,5.07242049790194e-05,0,0,0,0,0,0,0,0
"Z_3",0.502011616591193,0.0210638934009399,0.062044852905271,0.0020052477351891,0.0227509668170624,0.180324478501773,0.0216949266036157,0.00219955776116407,0.00362627040197738,0.00210024024169641,0.0127126487748096,0.0337551855614019,0.00269522933530626,0.00959350209116216,0.0060324363859116,0,0.0228670971074295,0.0178146713161696,0.00106908522291659,0.000232917072197667,0.0073949099731606,0,0.00364921988160705,0.013927243706242,0,0,0.000357747008451826,0,0.000232917072197667,0.00466551819514712,0,0.00577292166320981,0,0.00136338961044515,0.00638494235820691,0,0,0.00219893053904452,0.000655241555256753,0.012202170115394,0.00260035641935407,0.000448294911443652,6.04216721683769e-05,0.000224147455721826,0.00169021395543249,0.00112568951368904,0.000120843344336754,0,0.000284569127890203,0.00106048481696223,0,0.000448294911443652,0,0.000491346561181826,0.00148343652214087,0.000595447105207929,0,0,0.000457064527919493,0.00232808548825904,0.000491346561181826,0,0,0,0,0,0,0,0,0,6.04216721683769e-05,0,0.000232917072197667,0.000336221183582739,0,0,0,0,0,0,0,0,6.04216721683769e-05,0,0,0,0,0,0,0,0,0
"Z_31",0.107499902694665,0.255778204582678,0.0463909438341097,0.114812966629634,0.00802244276171198,0.00737179799633476,0.0857341765137597,0.0327002360758831,0.0169825729676082,0.00080538880125594,0.0666229545641456,0.00871030955966928,0.0218126636859297,0.0273869829276333,0.0315950606748521,0.00588514191815281,0.0171995801359731,0,0,0.000538755296622084,0.0170389150711726,0.00213551949683743,0.0286298976361617,0.00171932774883848,0,0,0.0105920185966667,0,0.00139404492806277,0.00426020666615526,0,0.00185813278850978,0,0.00553324602130169,0.00247325774420287,0.000887246747681324,0.000704029165179652,0.00246450925824577,0.0280171870177968,0.000684527475528747,0,0,0.00214797492342717,0.00017424572552962,8.71228627648101e-05,0.00399156844378471,0.000101359636076289,0,0,0,0,0.000657835275627533,0.00604522999419676,0.00469241653418743,0.00542291452825335,0,0.0024109014874284,0,0.00465652910629922,0,0,0.00270993885033278,0,0,8.71228627648101e-05,0,0.000234676388393217,0.00080538880125594,8.71228627648101e-05,0.00110946770948481,0,0.000101359636076289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234676388393217,0,0,0
"Z_32",0.499043030051609,0.103187019485844,0.0662483800516294,0.0698141859772752,0.0294206759761982,0.00371421900753393,0.0256057298116562,0.0239400473889001,0.00332445710545273,0.000208538794906468,0.0143240374981524,0.0278900888251268,0.00972798869926977,0.00982061243748928,0.0100168712153526,0.00188781520295353,0.00432089175629291,0.00059020293477773,0.00352070834121119,0.00061202428495457,0.00884875290494512,0.0010999136904412,0.00860206009066124,0.00159473911888026,0.000100871843893577,0,0.00331896276789783,0,0.000268512278934504,0.00305724748160885,0,0.00281734977444429,0,0.00287053003687922,0.00331491765784528,0.000170384775529067,0,0.000580665372696483,0.0123217658936452,0.000179922337610314,0,0,0.000963635938710779,0.000158100987433473,0.0019232248818428,0.00416814041952882,0,0,0,0,0.0218371518326939,0.00102361130826502,0.00214535389098789,0.00164243070033891,0.0016356374787458,0.000119948853582278,0.00126350901542958,0,0.000678794761628127,0,0.00101956242716005,0.00272601360710576,0,0.000151307765840366,0,0.000347564658177447,0,0.00157291588317721,0,5.04359219467886e-05,0,0,0.000208538794906468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_34",0.188350497727353,0.485238735997019,0.0170372385677602,0.0915725332892808,0.0337691845280316,0.00308372951403335,0.018273142262653,0.0162356947108228,0.00573811455180046,0.00104667644323436,0.00985763810600748,0.016641583821117,0.0226106237543153,0.00960311643598497,0.0038775185292329,0.00169521861791241,0.00664958127764867,0.000815356580805327,0.00161983075854997,0.000374087181037463,0.00573687479084394,0.00170734078192962,0.00281871992198133,0.00225873029112386,0,0.000131884915547749,0.00461748725067578,0,0.000242202265489715,0.00234643755501911,0,0.0033376594625091,0,0.00139795629770951,0.0017061010209731,0.000197827373321623,0,0.00334854186556979,0.0110826593978396,0,0,0,0.00357041632641024,0,0.0026315777112048,0.00308372951403335,0,0,0,0,0,0.000418462073205555,0.0017839684022486,0.00200440586161694,0.00184991086002247,0.000881101798063611,0.00191461355683982,0,0.00232467274889774,0,0.00142076362427182,0.0017732832397035,0.000110317349941966,0,0,0.000110317349941966,0,0.000308144723263589,0,0.000352519615431681,0,0,0,0.000441269399767864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_35",0.244306995611884,0.285672120242236,0.0470588229812709,0.0904367217543288,0.0755541345092694,0.00557834462052846,0.0220728663266916,0.015760853633192,0.00293818660235902,0.000600835763700809,0.0113196260560245,0.0134472128895605,0.021952107571463,0.0101030309138992,0.00769596339949753,0.00117755056845126,0.00835225924598223,0.000401036668370757,0.00328268492945503,0.00278018197038678,0.00390959393671036,0.00199313593694513,0.00504216628383819,0.00089657836600259,0,0,0.00227385123594704,4.16911475847766e-05,0.00134423836495351,0.00419878576869621,0,0.00257146932901613,0,0.00259371479719918,0.00315506860136614,0,0,0.0060888368276233,0.0075548350396563,0.000100875689967112,4.16911475847766e-05,0.000142566837551889,0.00139874762778722,0,0.0045847951337671,0.00374485842481229,0,0,0,0,0.0621178883669581,0.00288334364224168,0.001278759955702,0.0026006760586356,0.00148654829905864,0.000662229494134077,0.00196672899610698,0,0.0014273637566763,0,0.000313492900546099,0.00163379041615915,0,0,0,0,0,0.00096909483052738,0,0,0,0.000217035586680851,0.000214826398629919,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91845423823356e-05,0,0,0,0,0
"Z_36",0.171714851261119,0.432634161782207,0.0531023622081145,0.0665628827832299,0.0349859570523693,0.00660308283388894,0.0338572120778121,0.0151035243422382,0.014812012697239,0.000265282740491718,0.0218312304176291,0.00826628195708059,0.0174264085407554,0.0155810301179617,0.0174200309032425,0.00100934766147036,0.00415960138094565,0.000568463015339395,0.000190493467228812,0.000629768840641352,0.00712814897186299,0.00669115439602299,0.010091195817131,0.000959444243006694,0,0,0.00181820756250223,0,0.000228592160674574,0.00256247364257067,0,0.0018333002831816,0,0.00460927336574747,0.003207737522071,0.000151590137423839,0,0.00413210045797897,0.00783458556516018,0.000151992455603444,0,0.000277087465509618,0.00126684885874023,3.78975343559597e-05,0.00127603851559069,0.00454427722660444,7.61973868915248e-05,0,0,0.000189487671779798,0.00063037231791076,0.000190292308139009,0.0015521201856513,0.00172000999829332,0.00153132696287274,0.000114296080337287,0.00326354400436356,0.00262914850465675,0.00941373630801384,0.000798463289642588,0.000314783840775775,0.00117784095138179,0,3.78975343559597e-05,0,0.000189487671779798,0,0.000189688830869601,0,0.000417476355184965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78975343559597e-05,0,0,0,0,0
"Z_37",0.113493913729134,0.0791316355617942,0.0295568628459503,0.0313388944469458,0.0135721992855582,0.00238889434612185,0.0131195463958687,0.00724838419148181,0.000752558896295161,3.65691696897075e-05,0.00846840369019793,0.00412020610375491,0.0144860419755873,0.00759815360014758,0.00557235712246814,0.00040466894361076,0.00980448623547894,0.000233418196114673,0.00183419523865685,0.581449728494044,0.00443331075358196,0.000830171918649792,0.00431225262694494,0.00407893141851845,0,0,0.0032043418889154,0,0.000189342056234152,0.00183794872375226,0,0.000988719815100041,0,0.00190502248870048,0.000894071327553385,0.00014627667875883,0,0.00302284144853829,0.00357580859571828,0.000226921988329058,0,3.65691696897075e-05,0.00032604515885093,0,0.000395430013134938,0.00198835861441356,0,3.65691696897075e-05,0,0,0.00564457486172403,0.000513655254800073,0.0120259857337556,0.00139671061045179,0.000770360640507835,0.000460005538777501,0.000782631858199254,0,0.000625094724154204,0,0.000225911225923859,0.000484593055301179,0,4.30653774753217e-05,0,0,0,0.000204355996615778,0,7.3138339379415e-05,0,0.0196367261195805,3.65691696897075e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65691696897075e-05,0,0,0,0,0
"Z_38",0.137073667193114,0.435451455516542,0.0741475320490534,0.0430542135686029,0.0440036293759911,0.00546347071488612,0.0231727332791931,0.018197282680417,0.0023698769610469,0.000303062588482691,0.0132732269069011,0.006911391027933,0.0145934613451892,0.0109579502401949,0.0106066354245802,0.00124009829141362,0.00630100891926026,0.000191891787998983,0,0.00107014388739595,0.00700757984847382,0.00251538870244318,0.00717792350872866,0.0885687016221373,0,6.88281705682311e-05,0.00619139514372524,6.535022947775e-05,0.000233456383582647,0.00366248345501478,0,0.00325868341117729,0,0.00288080991053834,0.00367080125588331,9.23221013557035e-05,0,0.00268840786069768,0.00487918489062896,0.000222536229086004,0,0.000107887487511814,0.00128601593740761,0,0.00180388083846353,0.0018342330983014,0,0,0,0,0,0.00141990263434698,0.000169273444673883,0.0016573232902453,0.00173979545268532,0.000269037759435748,0.000786999735479695,0,0.000681812154726549,0,0,0.00136063269958782,0,0,0,0.000279763285813805,0,0.000498529870702714,0.000103242255852347,0.00391315932469025,0,9.97643147618656e-05,3.83783575997965e-05,0.000383783575997965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_4",0.301397098861043,0.0595234137444598,0.0728985953264935,0.00157143779168921,0.12369664618843,0.223385222416262,0.027891288995808,0.00260723609320963,0.00500821040048188,0.00356788934661621,0.0105884913193908,0.026533788329285,0.0122990379712794,0.00449973953735024,0.00789397230008367,0,0.0106729137583936,0.0233717157006809,0,0.000183238914508026,0.0058671511610563,0,0.00474022042041319,0.00455986567982137,0,0,0.000609831042584422,9.75343532491476e-05,0.000256148344667637,0.00354326442352668,0,0.00312337045215932,6.1079638169342e-05,0.00205719072312774,0.00626144302681433,0,0,0.0017115119909976,0.00155993662625675,0.017641425938459,0.00125037213923782,0.00861188536565149,9.75343532491476e-05,0.000303479356039503,0.0106895670996718,0.000898608276128239,0.000292603059747443,0,0,0.0014790232303105,0,0.000244318552677368,0.000144865364621013,9.75343532491476e-05,0.00181992264053881,0.000244318552677368,0,0,6.1079638169342e-05,0.0013379955353039,0.000799155088071884,0,0,0,0.000219693629587832,0,0.000289730729242026,6.1079638169342e-05,0.000144865364621013,0,0.000341852905926516,0,0,0.000122159276338684,0,0,0,0,0,9.75343532491476e-05,0,0,0.000670910680753764,0,0,0,0,0,0,0,0,0
"Z_40",0.205519315264916,0.51412353207733,0.0418614928624113,0.0286878018737199,0.0171909186553753,0.0030823005506716,0.0322284982870408,0.013849234292783,0.00232228450562328,0,0.0273849172250657,0.00954852183441387,0.0107246973716331,0.0065325586339851,0.011092654904275,0,0.00588111630965798,0,0.00896341686032957,0.00377597924547707,0.00755195849095414,0.00366740552475588,0.00744338477023295,0.00141145836937543,0,0,0.00253943194706566,0,0,0.00290738947970757,0,0.00162860581081781,0,0.00507886389413132,0.00188798962273854,0.00108573720721187,0,0.00722623732879058,0.0049039528231673,0,0,0.000217147441442375,0.000108573720721187,0,0.00145369473985379,0.00156226846057497,0,0,0,0,0,0.000325721162163562,0.000108573720721187,0.000760016045048311,0.00232228450562328,0.000108573720721187,0.000108573720721187,0,0.001737179531539,0,0,0,0,0,0,0,0,0.000868589765769498,0,0,0,0.000217147441442375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_42",0.414860166646325,0.302274355496724,0.0614957299044545,0.00958114030686668,0.0486033302891077,0.00413150314744698,0.0154735874832743,0.00921345710852981,0.0193832746080618,9.80852474874471e-05,0.0105622033387117,0.0210636384615095,0.00332488873123073,0.00786080427967592,0.00559280677936432,0.00016034957620721,0.0192199199136916,0,0.00115998801816105,0.000408564159588867,0.00680216203336573,5.40232140500347e-05,0.00365561461665403,0.00219192779481878,0,0,0.000839727532969378,0,0,0.00320848713333482,0,0.00491412654952528,0,0.00143508467871753,0.00391276804162855,0,0,0.00186837218231559,0.00158023342430543,0.000103065837793758,0,0.000201151085281205,0.00026839600430728,0,0.00319442269686139,0.00216632711636409,0,0,3.71023174878289e-05,0,0,0.00115174690349132,5.40232140500347e-05,0.000157089051843793,0.000730983377946181,0.000646378895135152,0.000197451893695039,0,0.003294373014866,0,0.00173604107742908,0.000103065837793758,0,3.71023174878289e-05,7.42046349756578e-05,3.71023174878289e-05,0,0.000479767329901486,0,0.000234554211182868,0,7.42046349756578e-05,0,0,0,0,0,0,0,0,0,0,0,3.71023174878289e-05,0,0,5.40232140500347e-05,0,0,0,0,0
"Z_43",0.239721731152377,0.382313847817833,0.0543161485964577,0.00658531516441659,0.0553224442117447,0.00527865159326939,0.0378175914513369,0.0256886706552421,0.0017865727478319,7.34233432278342e-05,0.0244092831724483,0.0145138197594581,0.00639675062490282,0.0111743766938339,0.0152794702920923,6.39055024390408e-05,0.0439998398428341,0,0,0.000716495504863282,0.00598733927607776,0.00313954808891003,0.00928963808536718,0.00297473702260413,0,0,0.00206739017986541,0,4.90930903921702e-05,0.00482943854240579,0,0.00511482957116264,0,0.00393239245236933,0.00339560268338703,0.000137328845666875,0,0.00282088574615651,0.00195624580067503,0.000269363120075673,0,0.00322885514591209,0.000363326031329297,0,0.00410400197638151,0.00220214383735672,0,0,0,0,0.000220270029683502,0.00163822217492803,0.00557957600860785,0.000666969829750269,0.0023051920046783,0.0046914709797324,0.000210752188894709,0,0.00040712455046339,0.000127811004878082,0.000726652062658594,0.000259845279286879,0,0,0,0.000127811004878082,0,0.00125099847548391,0,0.000191716507317123,0,0,0.000162091683223381,4.90930903921702e-05,0,0,0,0,0,0,0,0,0,0,0,0,6.39055024390408e-05,0,0,0,0,0
"Z_44",0.226372293947389,0.0699083143072419,0.033986285937544,0.334295138306479,0.0318716733534956,0.00286351398902762,0.00937833214806093,0.00742973825042469,0.00510100522324808,0.00101272271822951,0.0052417496227241,0.0197822314137565,0.0275238927341475,0.00699977760125279,0.00396253545973911,0.00217915488484968,0.00150596275724635,0.000190229021326015,8.06882871898616e-05,0.0150532656975157,0.00392338809538341,0.108290476250105,0.00495431346069839,0.00311387743206445,0,0,0.0103689615168282,0,0.000633431292439328,0.000981795625916404,7.18545443389581e-05,0.00310000435464484,0,0.000423460140044696,0.00471108198226695,7.18545443389581e-05,0,0.00107691013657941,0.0256563060368128,0.00015254283152882,0,0,0.00355879946609315,0,0.00303490890778998,0.00634840225008488,7.18545443389581e-05,0,0,0,0,0.000333938110003931,0.00151451992707048,0.00261911589373433,0.000310678143679882,0.00079156660459039,0.00315445000163888,0,0.000400200173720647,0,0.00122061922525733,0.00266508268032889,0.000454387232357798,0.000175802797852869,0,0,0,0,0,0,0,0.00100505559224045,7.18545443389581e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_45",0.0725652212711666,0.209819910425515,0.0102791183400984,0.297235828829285,0.00385889003851654,0,0.00481517122618643,0.0145130442542333,0.0273535008573971,0,0.0064202283015819,0.0064202283015819,0.0273872661452341,0.00519020710180475,0.005430181826075,0.00416639533846083,0.0208657419801412,0,0.00160505707539548,0,0.000956281187669881,0.0874569191104293,0.00259510355090238,0,0,0,0.0215482831557038,0,0,0.00577145241385631,0,0.00385889003851654,0,0.00225383296312107,0.000648775887725594,0,0,0,0.0865006379227595,0,0,0.011951705991168,0.00638646301374488,0,0.000956281187669881,0.00351761945073524,0,0,0,0,0.0106541542157168,0,0.014171773666452,0.00676149888936321,0,0,0.00416639533846083,0,0.00321011415079095,0,0.00611272300163761,0.000648775887725594,0,0.00194632766317678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_46",0.203593579091553,0.202182395161632,0.0210421326699387,0.306873966505765,0.0220865438016158,0.00329115253360868,0.00741117229047476,0.00805885106367823,0.00572308015378386,0.000854801713527217,0.00318373058684357,0.0149610650018339,0.0343809437545173,0.00595437956326429,0.00281848117729591,0.00249390276432989,0.00814830581550141,0.000121738594428173,0.00354578850709209,0.000132091100164655,0.00383643150819723,0.0046119572712542,0.00133140358550343,0.00200379052358119,0,0,0.00545588016853894,6.60455500823275e-05,0.000366268404296522,0.00094207858558851,0.000167079133037537,0.000932252390358029,0,0.00161892234983571,0.00187327835493454,0.000133143721176657,0,0.000355389588054039,0.0259041291982426,0.000442666460115331,0,0,0.00325802340063838,0,0.0017318873700454,0.021158115475064,0,0.000244529809868348,0,0,0.0177293625819654,0.000742889314329525,0.00504430485189619,0.00628618624519393,0.000198662960752984,0,0.00935786435471942,0,0.00270263826243478,0,0.000264708510835311,0.00283500933098401,6.65718605883286e-05,0.000122264904934174,0,0,0,0.000188836765522503,0,0.0209035642247352,6.65718605883286e-05,0.000133143721176657,6.60455500823275e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Z_48",0.0716718091202126,0.168203353978772,0.0210346321974898,0.372278142014993,0.0162176944610357,0.00659987515315012,0.00736962631153804,0.0128597469117633,0.00850495186663741,0.000555404827789383,0.00453512897821096,0.00647205523462236,0.0365808849025125,0.00395635143964582,0.00318788409055371,0.00334920657367268,0.00475969324871592,0.000874515044051232,0.000762048302613108,0.00014257517660419,0.00237152813116524,0.00300461332650574,0.00183935539360066,0.00234476129096435,0,0,0.00584493178729862,0,0.00101323879276802,0.0011516458635735,8.82675198288294e-05,0.000971259396028435,0,0.00212162145030613,0.00265282705648622,0,0,0.00122373369547915,0.0519473133925507,0.000653432989062387,0,0.00125512593994101,0.0057498760086195,5.43076567753607e-05,0.00164889160670012,0.0323523091738857,0,0,0,0,0.051585854567178,0.000372134063741409,0.0375181844354875,0.0152813620594452,0.000784963714926602,0,0.00767860667398443,0.000108615313550721,0.00212033764101033,0,5.43076567753607e-05,0.00575917935160141,0,0.000141291367308389,0,0,0,0,0,0.000673780782784279,0,0,0,0,0,0.0096624544093077,0,0,0,0,0,0,0,0,0,0,5.43076567753607e-05,0,0,0,0,0
