"","EUKAP2_00000006","EUKAP2_00000044","EUKAP1_00000108","EUKAP2_00000018","EUKAP2_00000002","EUKAP1_00000028","EUKAP2_00000186","EUKAP1_00000465","EUKAP1_00000186","EUKAP1_00000177","EUKAP2_00000030","EUKAP2_00000022","EUKAP1_00000039","EUKAP1_00000072","EUKAP2_00000154","EUKAP1_00000459","EUKAP2_00000193","EUKAP1_00000329","EUKAP1_00000033","EUKAP1_00001012","EUKAP2_00000240","EUKAP2_00000191","EUKAP2_00000530","EUKAP2_00000095","EUKAP1_00000206","EUKAP1_00000011","EUKAP1_00000092","EUKAP1_00001538","EUKAP1_00000188","EUKAP2_00001219","EUKAP1_00000190","EUKAP2_00000008","EUKAP1_00000085","EUKAP2_00000474","EUKAP1_00003256","EUKAP300000070","EUKAP2_00001065","EUKAP2_00001127","EUKAP1_00000357","EUKAP1_00000701","EUKAP1_00003304","EUKAP2_00002016","EUKAP1_00000811","EUKAP1_00000713","EUKAP2_00000971","EUKAP2_00001304","EUKAP1_00000035","EUKAP1_00000326","EUKAP1_00001471","EUKAP1_00000406","EUKAP1_00001769","EUKAP1_00000362","EUKAP1_00004847","EUKAP2_00001858","EUKAP2_00001291","EUKAP1_00000529","EUKAP2_00002179","EUKAP1_00000828","EUKAP2_00012119","EUKAP1_00000738","EUKAP1_00001887","EUKAP2_00022484","EUKAP1_00001587","EUKAP2_00003841","EUKAP1_00002171","EUKAP1_00000777","EUKAP1_00008737","EUKAP1_00002035","EUKAP1_00005032","EUKAP2_00000709","EUKAP1_00000169","EUKAP1_00004792","EUKAP1_00020370","EUKAP2_00001740","EUKAP2_00009458","EUKAP2_00003831","EUKAP1_00023690","EUKAP2_00022266","EUKAP2_00010014","EUKAP1_00057446","EUKAP2_00045451","EUKAP300018830","EUKAP1_00064447","EUKAP2_00070726","EUKAP300156660","EUKAP300243013","EUKAP1_00194237","EUKAP300050198","EUKAP1_00392433","EUKAP301198149","EUKAP300118644","EUKAP300121790"
"X_66",0.684904549849055,0.112140391085695,0.0821189300628856,3.06354989829362e-05,0.0204831238965607,5.97146420577031e-05,0.0165399576130389,0.00362815894493673,0.000255221713258021,0,0.00584229268469042,0.0152393210385474,0.00230903238997153,0.00804935183958797,0.0145408965668937,0,0.000150064783098342,0,0,0.000282380199086544,0.00190542543376681,8.14754574855687e-05,0.00549380228608826,0.00130463186621013,0,0,0.000108633943314092,0,2.98573210288515e-05,0.00713987399973202,0,0.00112123274892852,0,0.00373759247419634,0.00208031416883142,0.00040222335981796,0,0.00294182627060265,0.000214448492880554,0,0,0.000529384848196277,0,0,0.000349827045407158,0.00100530188595896,0.00019010940079966,0,0,0,0,0.000572492602435998,0,3.06354989829362e-05,0.000346350032252745,0.000229619583337667,0,0,5.70158068573744e-05,0,0.00253901890034344,0,0,0,0,0.000183812993897617,5.43169716570458e-05,0.000122541995931745,0,2.71584858285229e-05,0,0,0.000597195995854966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98573210288515e-05,0,0,0
"X_68",0.277415521576805,0.030966048920453,0.0700255458610792,0.112046896892566,0.00668816372454573,0.13863043522679,0.00722209471423717,0.00253285312118665,0.0155850461755577,0.0448376485959458,0.00251343406292736,0.00854529466553875,0.0186655679841474,0.00976260580476064,0.00868616845457841,0.020745769075904,7.68364726165104e-05,0.0207331401922214,0.0321918081827299,4.9061178116073e-05,0.00110068626157828,0.000248684318192071,0.00282255371497344,0.00677115670196419,0.020512470578529,0.0172382204076479,0.00623876491656016,0.00108294261610881,0.00774477718666523,0.00215204390070188,0.0129332489564423,0.00277450785480277,0.0132580487310211,0.00236282821158625,0.00324651348074789,9.9677847868694e-05,0,0.0014041188357554,0.000328631774081677,0.00491718020131811,0.00805362939437271,0,0.00535272182274614,0.00626216275285262,0.000101233339505242,4.87937337774633e-05,0.00348452762742763,0.00556896965654206,0.0144606946333483,0.00331332930666864,0,0.000401822374747872,0.000124609603434645,0.000355921354300006,0.000401069216127153,0.00234958194547803,7.50135366413527e-05,0.00125173393782031,0.000647395709666847,0.00465128184131986,0.00220545493499387,0.000127988031046351,0.000126165095071193,7.3190600666195e-05,0,0.00194449577925781,0.000929591574623438,0,0,0,0.000682997636745135,0,0.00179929855911186,0,0,0,0,0,0,0,0,0,4.93286224546827e-05,0,0,0,0,0,0,0,0,0
"X_70",0.204608984972999,0.0504233161065138,0.0613823544764005,0.0640431881773201,0.000484423809751835,0.212912960614565,0.0010931426048136,0.0017369505676064,0.00391044044859012,0.0760546358813989,0.00846259268655879,0.0074622298885287,0.0239249809060918,0.0167736036601092,0.0011341170966285,0.0196961374252304,0.000346189251319543,0.0440071901645607,0.0119572712249915,0.000608079564052754,0.000877765278589698,0.00029332512441209,0.0261898322715311,0.00920381453208591,0.00936809160831245,0.00956135415291433,0.00199851492433528,0.000580152907616263,0.0122328087092275,0.000664311985892648,0.0151592360790579,0.00023280545601085,0.0326982794573086,0.000948284102941417,0.00239062474361789,1.98647920908364e-05,0,7.71092134068257e-05,0.000225203067479648,0.00797103230459003,0.0157855842095646,5.95943762725091e-05,0.0039494580502224,0.00771404759604205,0,5.95943762725091e-05,0.00386810840271698,0.0103049190358198,0.000672886479015338,0.00622401616999259,0,0.000274938148111627,5.30970350645928e-05,0.000937306501899623,5.07470801080731e-05,0.000117211566055586,0,0,0.000189481009239424,0.000313882300474517,0.00122004005181498,6.28696233577591e-05,0.000781663412258182,1.57174058394398e-05,0,0.0023527324856157,0.000628177264300729,0,0.00112121546205986,0,0.00136587065827865,1.98647920908364e-05,6.88144409040326e-05,0,0,0,0,0,0,0,0,0,0,1.75148371343166e-05,0,0,1.98647920908364e-05,0,3.55821979302762e-05,0,0,0
"X_74",0.443930402075526,0.109051244387952,0.146576577223213,0,0.0640931621761558,0.0147771016125505,0.0206663804570468,0.0055045729255675,0.00664453810123453,8.74542244498604e-05,0.00915307563434274,0.014852381874111,0.00484568930443102,0.0114440302260921,0.012209934073445,0,0.00947468511371499,0,0.00923569714289726,0.000827793338205061,0.0143322860927337,0,0.00670233588725025,0.00378980501521015,0,0,0.000842316125197947,2.39402119039761e-05,0.000197869003209541,0.0242482921032255,0,0.0195494108328811,0,0.00561007905847172,0.00644886606220819,0.000166601825733677,0,0.00688233934034708,0.000885146401114867,0.000704880659716251,3.95738006419082e-05,0.00559086113408155,0,0,0.00234997360789164,0.00195009953910023,0,0,3.95738006419082e-05,0,0,0.000668366618123019,0,0.000385275351838391,0.000694407647250878,0.000111394436353836,0,0,0.00569659505686615,0.00350468886166177,0.000750736196260447,0,0.00242402620497834,0,3.95738006419082e-05,0,0,0.000198848660803697,0,0.000239402119039761,0,6.35140125458843e-05,0.000309263439563378,2.39402119039761e-05,0,0,0,0,7.70571419446146e-05,0.000563329847631597,0,0,0.000410260793411968,4.78804238079521e-05,0,0,6.24687828762834e-05,0,0,0,0,0
"X_75",0.125908788098297,0.147500919188929,0.211418476562648,0.0509830489723688,0.0084782885039037,0.0728478371741577,0.000212552714146445,0.00100038496435841,0.0232796230218301,0.0542961932491065,0.00576006770703224,0.00705232631539093,0.0172488260958758,0.0148728262118486,0.000330009215952644,0.0218147811928387,0.00183008309225946,0.0208685089872353,0.00421611367211316,0.00113835419484933,0.00138513863545954,0.000150007387630682,0.00932258805368763,0.00839321616778004,0.0138544429601544,0.0214059648466779,0.00797050046447841,0.000145770101858197,0.00994056706815196,0.00121801538459698,0.0152511195923279,0.000204078142601476,0.0117587787234136,0.000417471277067562,0.0118064243719369,2.91540203716395e-05,0,0.000496292046495567,0.000919007749797199,0.00344404988477769,0.0106963554125752,6.25453265157633e-05,0.00822235579157083,0.00605601191666306,0.00056324137892576,0.000458496734437014,0.00363285972492851,0.0379856037800959,0.00152310786595047,0.00386861314886055,0,0.000279502046576638,0,0.00029661790980852,0,0.000538324644326605,5.8308040743279e-05,0.0025150182587639,0.000388317256695923,0.000992417372849189,0.00013373194471844,0.000851217997047366,0.00198617532644385,0,0,0.00714658210741154,0.00138090134968706,0.000241706734518085,0.000346284658864885,6.25453265157633e-05,0.00045509986898417,2.91540203716395e-05,5.8308040743279e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X_76",0.264073004990867,0.0445820005541546,0.131120296409062,0.0723749581452646,9.01677720943883e-05,0.161466276175537,0.00194941714739934,0.000890747650775282,0.00268455622276119,0.0487781095582206,0.00155171381834767,0.00919646172749386,0.004601379677746,0.0107102779243362,0.00328895068499713,0.018218307517883,0.000347486152112069,0.0259396504750363,0.00291481096125551,0.00326553573255435,0.000681399580136892,0.000127136827370897,0.00255058098898508,0.0197793414074326,0.0163813772546712,0.0125207119442218,0.00330934319423607,0.00449039070526534,0.027703322113152,0.000869177494535574,0.0132106231151281,0.000148666080285039,0.0171896379616169,0.00107923361770184,0.00492542859534324,4.9405035688554e-05,0,0.00101389690310597,0.000116843625795986,0.00575755522795117,0.0053043494141226,0.000358528309540419,0.00461288080693029,0.0139893045743266,0,0.00022714682782082,0.00644789509000484,0.0125269054834967,0.00323657210796687,0.00601203443595894,0,0.000503400708696131,2.31801552063332e-05,0.000825821006073229,4.63603104126664e-05,0,5.45516364760095e-05,0,8.75740200378773e-05,4.9405035688554e-05,0.000207011397890374,0.000227597801040196,0.00234361049442027,9.53143728818439e-05,0,4.9405035688554e-05,0.000839199836249594,0,0.000549608028523483,0,0.00113773192589249,9.01677720943883e-05,6.27429625393526e-05,0,0,0,0,0,0,0,0,0,0,1.80335544188777e-05,0,0,9.4114443809029e-05,0,3.13714812696763e-05,0,0,0
"X_77",0.226074243406684,0.131704924125304,0.0866135761868055,0.0622151016347472,0.0023229692017259,0.114511399958995,0.000762514159727908,0.00161543655055713,0.0124187390449338,0.0469563350697799,0.00372094479152879,0.0082019327908032,0.00859893217335806,0.0165297967742043,0.00190834452597167,0.0161576725120815,0.00172595607487104,0.0287005180184138,0.00302167938989677,0.000197441321730569,0.000425362230406013,0.000154945492864656,0.00667019416267771,0.0120359636507154,0.0133863037981462,0.0173777707357018,0.00268930239792699,0.0594766015652535,0.0166658238854367,0.000297218059759965,0.0133997093674546,0.00012419288395469,0.0171160710526729,0.000529272269770161,0.00416714572685374,0,0,0.00041756048074321,0.000218830655345178,0.00423865127122091,0.0151232704496341,2.4416145925293e-05,0.00789635124255207,0.0119235231562476,4.37843325333751e-05,9.68409330404102e-05,0.00655005338913429,0.0022336569963832,0.000908920027957969,0.00620491311074071,0,0.000310623629068377,6.82004784586681e-05,0,1.22080729626465e-05,3.66242188879395e-05,0.000187163388452752,0.00165903428368162,0.00123817396866264,0,0.000201574623065321,0,9.2525617062264e-05,0,0,7.32484377758791e-05,0.000192302355091661,0,0.00037221462257728,0,0.00100364880667015,1.22080729626465e-05,1.22080729626465e-05,3.66242188879395e-05,0,0,0,0,0,0,0,0,0,9.2525617062264e-05,0,0,4.37843325333751e-05,0,0,0,0,0
"X_78",0.272351010317465,0.0996135583609712,0.0450165096149232,0.0686940387711583,0.000984532259629945,0.160990145505291,0.000746495717995528,0.00196346671280968,0.00310319982434491,0.0794643587667279,0.00627531929370334,0.00993100808526238,0.00589150397005182,0.0180607567005081,0.00195183232480027,0.0142090011279906,8.63643331773358e-05,0.0269425988401995,0.00733390730916247,0.000917972742732531,0.0010907014090872,0.000172063609840878,0.00844795596567841,0.0116524661830048,0.0141197732078788,0.0173495244502398,0.00194417914304867,6.85455536138405e-05,0.0290286540304174,0.00122794032630977,0.0165960314741816,0.000103518056227037,0.016322505183415,0.000185097449462841,0.00250432576996369,6.37606136723085e-05,0,0.000824689622902353,0.00029340044563141,0.00573872792997196,0.0115243537156806,0.000473047898638925,0.00678260529985671,0.009100434168745,0,0.000345526671294308,0.00853770578718472,0.000441460884354708,0.000504634912923142,0.00719947642798996,0,0.00014394055529556,6.37606136723085e-05,0.000238623126738291,0,6.37606136723085e-05,3.49725026131965e-05,0,0.000139890010452786,8.63643331773358e-05,0.000288615505689878,0,0.000209835015679179,0,0,6.85455536138405e-05,0.000323588008303074,3.49725026131965e-05,0,0,0.000908989447953342,0,9.73336646729525e-05,0,0,0,0,0,0,0,0,0,0,9.73336646729525e-05,0,0,0,0,2.87881110591119e-05,0,0,0
"X_79",0.203342910720982,0.049001974056647,0.0346749532569668,0.100967019837032,0.000220579271086394,0.195662280500804,0.00301006605911367,0.000755894458775108,0.00494985482195528,0.0618400431330102,0.0013996126623821,0.00792465486719318,0.014518003619128,0.00886362942083577,0.00623884282864888,0.0522277288925432,0.0003166186953696,0.0774542179464379,0.0035295936541652,8.36539328304272e-05,0.000758886136998679,0.000836168190238837,0.00182501905595546,0.0117532735959038,0.0221623289242233,0.0223162223165306,0.00628118620644329,7.91512877873873e-05,0.00815872536221338,0.0013118362520541,0.012689228035118,0,0.00673547770482212,0.00170422603384439,0.00185728368824525,3.52608252533801e-05,4.426611533946e-05,0.00166181560883211,0.00013692082351595,0.0079730660337303,0.0100693158999219,0.000189436408590568,0.00701309259110386,0.00917649158815084,2.213305766973e-05,7.05261652467771e-05,0.00560145587197201,0.0125845357259717,0.000447914430166169,0.007810977348568,0,0.000802405461467251,6.189652796615e-05,0.000294856775765306,0.00017668429381237,0.000391633961439366,0.000299726044133765,0,5.25200998146343e-05,0,0.000206700197891839,0.000105040199629269,0.00577816792810686,0,0,7.91512877873873e-05,0.000752514257408409,0,0.00108751918575562,0,0.00140337303129427,0,0.000166936727595419,0,0,0,0,0,0,0,0,0,0,5.25200998146343e-05,0,0,0,0,0,0,0,0
"X_80",0.220611371563699,0.0480970374274357,0.105356208262271,0.0938690045519202,0.00181035748308682,0.164220198593245,0.00511637156897801,0.00162414900218784,0.00411577111754216,0.0472404067040562,0.00144102272585025,0.00852833395608234,0.00486749693362663,0.0224894951715873,0.00566073030861893,0.0395883016872632,0.000155772362272468,0.0371904430224876,0.0092155566587367,2.67312912732931e-05,0.00124857217408333,0.000178510890970305,0.00153463085293865,0.0183128872132603,0.0307586813283391,0.0159381448065305,0.00602846557918364,7.17296934882498e-05,0.0159305330759864,0.00165853113104244,0.0128823401715279,0.00111790441758352,0.00649219460743017,0.00119107007661392,0.00518645502344703,8.48560115345374e-05,0,0.00187775972643002,0.000275679877800811,0.0071155447929135,0.0140244153727824,1.79324233720625e-05,0.00605189674710829,0.00963244290465252,1.79324233720625e-05,6.2596138017418e-05,0.00627451503579808,0.00281340167334264,0.000236300923661948,0.00437382606071174,0.0019239294230525,0.000262074904573805,5.77900326916431e-05,0.000374954205312673,9.3654879435768e-05,4.89911647904124e-05,0.000588804535499018,0,0.000819820698654473,0,0.000249427241708236,9.84609847615429e-05,0,0,0,0.000164571230173699,0.00159146357526885,0,4.46637146453555e-05,0,0.000950488455154287,0,7.17296934882498e-05,0,0,0,0,0,0,0,0,0,0,4.46637146453555e-05,0,0,0,0,0,0,0,0
"X_9",0.50102076471946,0.0466623628354578,0.0893741219966757,0.0134264692634229,0.109121625157084,0.0428972275871237,0.0117217651385427,0.00717897287615235,0.0745090923576625,0.002184224250077,0.00241241712094835,0.00828863246791808,0.0149380754508863,0.0080026036384116,0.00415206866993054,0.00028607799929066,0.00347167358645332,0.00751550317148795,0,0.000835050444633753,0.0051147024120508,0,0.00391240694690051,0.00241620729181179,0,0,0.00545871470954494,0,8.50555316576746e-05,0.00505676811384732,0,0.00393554133035456,0.00059150021117193,0.00403999024438702,0.00179768418675402,5.02556169082464e-05,0,0.00270617380153424,0.000889145402189617,0.000827322593554344,0.000394317084186562,0.000127583297486512,0.000351789318357725,0,0.00180541203783343,0.00207987367561289,8.50555316576746e-05,0,0,0.000738427721249052,0,0.00240464010008477,0.000297694360801861,0.000201022467632986,0.000351789318357725,0.00243939084505002,5.02556169082464e-05,0,0.000313150062960679,0.000564428147501911,0.000320877914040088,0,0.000127583297486512,0,0.000243550233461823,0.000270622297131842,0,0.000583772360092521,0,0,0.000382749892459535,0,0.000228094531303005,0.000707467147147241,0,0,0,0,0,0,0,0,0,0,0,0,5.02556169082464e-05,0,0,0,0,0
