id,GHP1_00000007,GHP2_00000006,GHP2_00000009,GHP2_00000029,GHP2_00000039,GHP2_00000038,GHP2_00000020,GHP2_00000090,GHP3_00000034,GHP2_00000012,GHP2_00000028,GHP2_00000017,GHP2_00000094,GHP2_00000005,GHP2_00000058,GHP3_00000048,GHP2_00000018,GHP2_00000174,GHP2_00000049,GHP1_00000262,GHP3_00000089,GHP1_00000280,GHP2_00000011,GHP2_00000040,GHP3_00000047,GHP1_00000004,GHP2_00000263,GHP2_00000244,GHP2_00000111,GHP2_00000426,GHP2_00000026,GHP1_00001700,GHP3_00000244,GHP2_00000139,GHP2_00000107,GHP2_00001271,GHP3_00000902,GHP2_00004393,GHP2_00003910,GHP2_00008629,GHP2_00000674,GHP1_00000793,GHP2_00001805,GHP3_00005700,GHP3_00000619
X_29,0.0400700124500296,0.11151298466830323,0.34417450198655436,0.026767777734293594,0.019124237602969493,0.04388899933800853,0.02281075301834451,0.029663084391311288,0.011371900525850862,0.07019036320328631,0.03452848380724257,0.030120576521516326,0.0058091730219977595,0.021839007503423675,0.03231090232512268,0.0035428100255774416,0.01264460291594343,0.014686598972986412,0.01284975619791677,0.005508052659465629,0.039179255459409326,0.007153288248138498,6.325248123015239e-4,0.008646449451183438,0.010735631074484785,0.0016201286011818252,0.004207214873158291,7.511232146080595e-4,0.0029216826178299917,0,0.0035086178119152185,0.0023263784279144175,0,0.008806176602300887,9.259924093441371e-4,0,0.013115251886105019,0,0,4.5462720884172027e-4,0,0,4.3486080845729766e-4,0.0011662176226809348,0
X_3,0.5189773632021069,0.07387158290276766,0.10087256118533684,0.015374599099260864,0.015048453546693425,0.03048660519687664,0.013392527208232695,0.0066889412585389545,0.006637342735092558,0.06498914012520773,0.014186405903406724,0.013042405904832082,0.005246949925057095,0.008910160996571681,0.008727773216701297,0.021347379724254607,0.01878512786176129,0.006868119879880044,0.007455764277725912,7.151555121225916e-4,0.010730547637647428,5.60947848657961e-4,5.43522240878182e-4,0.00482881181627535,0.006844822876151522,0.007295437758662659,0.002127165754682838,1.751349442829698e-4,0.0025142010607320485,0.002407128077630946,0.0036653763431030734,0,0.004126461717508454,9.662617615612127e-4,5.443844747494471e-4,0,2.4344708228377365e-5,3.781757313403119e-4,4.095003729168808e-4,0,0,0,2.334152125626221e-4,0,0
X_30,0.028090427137822806,0.1595860524737723,0.1725556153453897,0.012733145334440584,0.01830776866933181,0.0590369624635991,0.022216389405060228,0.028220767717359613,0.048520372442799505,0.027218861425278535,0.03930298769005317,0.02074561870844409,0.01257924104796514,0.025140763803009284,0.01009962671471835,0.04296149444334583,0.026771568025007946,0.024395989210831154,0.02408674319271183,0,0.020314026599468796,0.006526509620384178,4.135405260035432e-4,0.10385244874204073,0.012352944295721225,0.009351174232292673,0.005839215846987616,5.923688615726431e-4,0.001674086982261137,0.007575912242977685,0.008936061206391724,0.0034974984008222256,2.859922140801112e-5,0.002973021078836284,0.0028876850396689848,0,0.009441777370955109,0,5.147859853442001e-4,6.579484959223162e-4,0,0,0,0,0
X_31,0.01112406028130709,0.2429305588464134,0.03274677874676953,0.07795962773886571,0.08268354853744446,0.04524422488969185,0.06789255416716335,0.11414462653844704,0,0.01054934613164038,0.04945170765825229,0.030455535950464838,0.029534089515527287,0.03519281315196733,0.05120961326599967,4.012256946570173e-5,0.022494913426193006,0.03238152693119227,0.03339210808513632,0,2.8025603482380887e-4,0.006854331590767265,0.006503308555565969,0,8.02451389314035e-6,0.012720101830276408,0,0.0021605676264338774,0.0014363879868721223,0,3.026967744539088e-5,0,0,0,0,0,0,0,0,5.048752347183637e-4,0,0,0,0,7.412051726198019e-5
X_33,0.01795653733228168,0.11363069611848124,0.3168418345232087,0.03131919579924663,0.033313867098441224,0.04125876079087587,0.02436893383095063,0.04548041269503329,0.07816228204613315,0.03149418610735581,0.041883323441726746,0.03241972827997913,0.014615180725085473,0.023523583247871273,0.018077086404335304,0.012795201213940578,0.01435465297825641,0.024338519234984785,0.01915308312891794,4.519840124805834e-6,0.006142571564798247,0.009836789636355906,7.130718267231836e-4,0.007747916977895917,0.003478239075802729,8.067256451883875e-4,0.00656944898761485,0,0.01140068475766056,8.35631046941231e-4,0.003998379166583051,0,0.0011531708447788985,0.002050081501829153,0.005140366104179483,0,8.791470025899608e-4,0.001130887350193799,0.002020368535788208,4.2275894486392063e-4,0,0,2.61831061374919e-4,4.022657711077192e-4,1.8079360499223336e-5
X_34,0.016146090971723436,0.2053486830557862,0.09290572763902917,0.03352890961841576,0.02558189478107466,0.12051339635174844,0.053271242327588716,0.040215148935260826,0.009769001673543921,0.01452197220977085,0.05188998543293797,0.0516493626091603,0.009808005476079146,0.03936360100265718,0.003914507673215935,0.0054476737435947675,0.013557472240512269,0.02130913314629598,0.019939184140183662,0,0.001663500002210907,0.016713842366830933,0.0026764365064607444,0.02480656242336366,0.026640757231196962,0.0015745349406217299,0.004385792776764707,1.2506712647012821e-5,0.01172354296565549,0.003986525032379678,0.012119620016467854,0,0.0020010740235220517,0.004089695035573192,0.007170031417618649,0,0.028724387033241754,0.017609991907795636,0,0.0014729930799815974,0.003947213499088237,0,0,0,0
X_35,0.049392747772858306,0.18185714704539102,0.1657416804736093,0.03832229736301527,0.036727967914590716,0.08126129106243749,0.04432353912040822,0.03616708839835543,0.019265972068945147,0.020864238736480835,0.03917311849615702,0.03486221434076702,0.00854780109407305,0.013788325148409594,0.015306858719389657,0.0042059101276696684,0.021956423712769797,0.02639135610436912,0.024628132115011102,0,0.0017740079158710476,0.010801913313910996,0.0035791206196263037,0.002031238642845543,0.011235607440630267,0,0.005050481490527119,0.002186581967950507,0.006445537323604106,0.006114720827776118,0.007002088616579388,0.005659682038818474,0,0.005356098435384848,0.007015451408613456,0.05234769152387961,1.539918598966672e-5,0.0019171986557135067,0,2.460240161341817e-4,0.008420599484976839,0,0,0,1.6447276460287795e-5
X_36,0.03141372745523007,0.14183283443047573,0.11661368444883642,0.02176324934777926,0.022926934363901957,0.09178870631246445,0.020986726337679593,0.015683286042629873,0.10524116419124988,0.03841577847902502,0.03687497257561891,0.02705418482438657,0.028970646604200935,0.03313335777422812,0.014289054212548703,0.0065686449729696105,0.007491959787726073,0.019389046744752527,0.015240678619006019,0,0.11039893007219798,0.004401197827420695,4.3504783893381747e-4,0.009402789322489715,0.01982155207964114,0.02504599188410554,0.0028614849546828155,1.1603185984625217e-4,0.003533813082182293,0.002587033142226945,0.009237802227519324,0.003422753537801365,3.3813313586092647e-4,0.005069342487646782,0.0027284512283980693,0.0022503476348503236,4.5851962718902083e-4,0,0,1.6939452584128117e-4,0.001239854931554389,0,7.855345743802119e-4,0,1.7356500521315378e-5
X_37,0.008646094059275073,0.16128150885992915,0.25144264855155557,0.02364851429747367,0.025850304240128845,0.07794825608295922,0.038921644413604115,0.026034447358207553,0.04251724326526034,0.01059959926146386,0.03759460459985291,0.03418207567696451,0.015650143945396742,0.043198315645850055,0.04938851254756007,0.0052607153062634825,0.007196999173087091,0.02336435219846348,0.018809974096866768,9.129859271187102e-6,0.03326197520203152,0.005418232168983848,3.800841234777913e-4,6.806838318119161e-4,0.013650568482309434,0.010820750279988538,0.003147849144006313,1.8231646421644544e-4,0.006891810907878805,0.004199645859135003,0.010915911838887323,0,0.0011541278311193925,7.760380380509035e-4,0.0018314251589588548,0,7.0904565813741235e-6,0.0036392306257503433,6.482200082542841e-4,1.0441235169674149e-4,3.9258394866104534e-4,0,3.1914225118712493e-4,0,3.281758757915737e-5
X_38,0.01600892198378508,0.09148420409461723,0.5347996541877146,0.028426821851106485,0.029666137489760422,0.03538865160694196,0.016721934529290258,0.028671334476363726,0.007221368604103562,0.0070945088531899035,0.017715586683115687,0.014436087241380152,0.007075709812280243,0.015885835050770247,0.00762368909526681,0.00971010242695218,0.025316448728973425,0.013961257593490291,0.015779500630123136,7.22539661260297e-6,0.004853164804526677,0.007261268405065403,0.0053956449802575294,0.0015583839491797227,0.00429278125685684,0.006640459726167177,0.003481490307703372,0.006971356871590606,0.001168787961884792,0,0.001176013358497395,0.0012127157713460396,0,0,0.0011916150112938604,0,0,0.01007917308398056,0.016868999371285418,7.791919745898613e-4,0.0032947808553469545,0,0,0,7.791919745898613e-4
X_39,0.012400593468709305,0.14365290377862946,0.17760810668627655,0.011208071825173067,0.01930102761020989,0.072919350622162,0.02472121034730545,0.013387338344368484,0.015137610720190224,0.010000215391574047,0.026894791093616473,0.02169737132873808,0.011602113420787959,0.02772467843493715,0.007447101995069582,0.21538580211744277,0.022640709581224557,0.014506119237944622,0.012413463090143404,9.032623137282636e-6,8.761644443164154e-4,0.0030511597042592433,0,0.003789039875105039,0.012573544010537018,0.09476915448710543,0.0055022610124183515,2.7282148647953154e-4,0.0030016170623224743,0.0025597420701065302,0.0069642372756944975,0.0012543174945068218,0,0.0023569884893762053,0.0016463809125216702,0,5.085580271734829e-5,0,2.389176180012994e-4,4.3518653689181497e-4,0,0,0,0,0
X_4,0.41718610640640696,0.0802443257603554,0.08139844159485105,0.003602430113436141,0.011817989281115146,0.030426064189038572,0.011374732938941041,0.0066105394215159605,0.01591079719610637,0.013405492498538707,0.020649263560054993,0.010603243103287028,0.01333719983704178,0.014371570992608275,0.009091980714933655,0.21812610252502734,0.004858455273849574,0.0065765281218230385,0.0037057038766275564,2.142643300730681e-4,1.4701637048666335e-4,0.0018571089530473146,0,0,0.004112301371900083,0,0.0030171786873873325,0,0.0013275264807596954,0.002141056506536145,0.005535805393004691,0,0.0016001458309571328,0.0015029832282429964,8.488294608192974e-4,0,0,0.0021787399615503652,0.002027270199922106,0,0,0,1.928058197541507e-4,0,0
X_41,0.029346623468912845,0.23841166046599724,0.12618247913895472,0.022580433822327824,0.025156690128155718,0.07417243320177157,0.037531416519218985,0.033540126273672186,0.004150517317244068,0.023610098954625423,0.06651852958536048,0.07680421259002487,0.008119083658720525,0.03868205124226982,0.02351310881484266,0.01752511643360299,0.027035293537315465,0.02758792657923236,0.024119796285517622,0.0024739546865391844,1.0168491193942957e-5,0.014800161689993999,0.0034157035890013576,0.0015581908437549482,0.005476320323953346,0.008672147589529281,0.002506071817473983,3.0797327441815526e-4,0.004842469088119279,0.01791006884151433,0.005022369288306395,0.0011490395049155544,0,0.0013930832935701856,0.005479886307096165,0,3.0505473581828877e-5,0,0,3.4958796565034674e-4,0,0,0,0,1.4699913620329704e-5
X_42,0.01970761823270236,0.18068406627744518,0.17871668494640058,0.038982802687129704,0.06061002508739866,0.03593086976189248,0.05146911890306536,0.05872391467669443,0.0035381073910371284,0.0027048967349692084,0.04921294042627951,0.09563481202485755,0.012932429786719426,0.018219882271403105,0.022524292465282682,0,0.020137011861615085,0.0180398976506643,0.05530844115419637,0,0.026326629270530595,0.007203280315361937,0,0.005961951652447321,0.005091008698868039,0.0012720241556393997,0.007886395134397777,5.961951652447322e-4,0.005592953574095021,0.005214855794584934,1.0021929077210322e-5,0.0010731512974405178,1.0021929077210322e-5,0.0015501074296363035,0.0033391313847676274,0,0,0,0.005381775914461941,3.686606811313441e-4,0,0,0,0,4.402333348472754e-5
X_44,0.21698962573095149,0.1547547323676549,0.1732323709055557,0.012642923568729857,0.05007576505429921,0.035072659156931515,0.029488500619186286,0.026447353964517764,0.015052328161761573,0.01883139004873686,0.040867076783169934,0.038676192453861884,0.013772153497790145,0.015566284954720953,0.007348434145172325,0.020396636365977022,0.0066503981095699,0.022358472033631012,0.023329600683263778,0.00357693247389792,0.00905010499129581,0.010863799113510075,0,0.006083568157265731,0.0061604295996851,0.0026826827262433693,0.002564186113512095,6.672519906220515e-4,0.0034298418355057994,0.0014047410328885297,9.284318163462428e-4,0.005432838229996013,0,0.0024421924298899467,0,0,0.003949779325985959,0,4.237311154314439e-4,0.018179894081290192,0,0,5.979167296962389e-4,0,8.779631455553309e-6
X_51,0.037620106090955,0.14908355879710367,0.19830582297968757,0.03905662120712299,0.05026007533684953,0.04394527503193367,0.03444001834685796,0.05319480774268538,0.03266045556589293,0.057983282124694,0.0507003800699737,0.03838977925164372,0.013966025719637964,0.03037221224697898,0.019137866732529284,0.002083341218445771,0.021515119879729445,0.021334521230975,0.025763220731410512,0,0.010826396557243842,0.014445275346062277,0,0.008230639310525527,0.004493502321767572,0.006432343811731228,0.006321635315232481,0,0.006597569895084591,0.0051469772314254305,6.571754084250352e-5,0.005546859717075821,0.0015553151332725831,0.00338910604347502,0.0011154714260138143,0,8.919028794851951e-4,0,5.257403267400282e-4,0.0038144463488053643,7.886104901100421e-4,0,0,0,0
X_53,0.040560967054132334,0.19888973339188,0.11303651688075694,0.03612464997779921,0.05230141192501882,0.05087262354062129,0.04292881299772684,0.047831996085557604,0.002710683247431409,0.03828642948346464,0.045644670759091927,0.05694770728659756,0.00803181526225272,0.025857481079093487,0.01271749049461952,0.005605170381922942,0.03175965740689854,0.032667915991022846,0.020418037835454678,0.025558530809577467,0.006575869253929337,0.01614323529376517,9.572300877667405e-4,0.026796154648614318,0.021765794351810183,0.0016138019097174622,0.00563837169916597,1.3982012517941151e-4,0.008950839492023167,0.005290420240582383,0.009611566299648556,0,0,0.0017280368371833282,0.004092992763814524,0,0,0,0,7.029232740547809e-4,0,0,0,0.001240641831823928,0
