"","EUKAP2_00000006","EUKAP2_00000026","EUKAP2_00000031","EUKAP2_00000019","EUKAP2_00000044","EUKAP2_00000005","EUKAP2_00000051","EUKAP2_00000069","EUKAP1_00000108","EUKAP2_00000018","EUKAP2_00000042","EUKAP2_00000002","EUKAP1_00000028","EUKAP2_00000189","EUKAP1_00000034","EUKAP2_00000017","EUKAP1_00000069","EUKAP1_00000305","EUKAP2_00000186","EUKAP1_00000465","EUKAP1_00000536","EUKAP300000541","EUKAP1_00000186","EUKAP1_00000156","EUKAP1_00000177","EUKAP2_00000074","EUKAP1_00001000","EUKAP1_00000225","EUKAP2_00000246","EUKAP2_00000030","EUKAP2_00000022","EUKAP1_00000039","EUKAP2_00000125","EUKAP1_00000676","EUKAP1_00000072","EUKAP2_00000154","EUKAP1_00000459","EUKAP2_00000193","EUKAP1_00000329","EUKAP1_00000033","EUKAP1_00001012","EUKAP2_00000240","EUKAP2_00000191","EUKAP1_00000522","EUKAP2_00000530","EUKAP2_00000095","EUKAP1_00000082","EUKAP1_00000206","EUKAP1_00001406","EUKAP1_00000011","EUKAP1_00001616","EUKAP1_00000092","EUKAP2_00000195","EUKAP300002053","EUKAP1_00001538","EUKAP1_00001949","EUKAP1_00000145","EUKAP1_00000188","EUKAP1_00000560","EUKAP1_00000598","EUKAP1_00000190","EUKAP1_00001516","EUKAP1_00000085","EUKAP2_00000109","EUKAP300000070","EUKAP1_00000101","EUKAP1_00000129","EUKAP1_00000043","EUKAP1_00003304","EUKAP2_00002016","EUKAP1_00000916","EUKAP2_00000670","EUKAP1_00000326","EUKAP1_00001471","EUKAP1_00001769","EUKAP1_00001961","EUKAP1_00001111","EUKAP1_00001411","EUKAP1_00008425","EUKAP2_00010875","EUKAP300005273","EUKAP1_00002420","EUKAP1_00002617","EUKAP1_00000434","EUKAP1_00005382","EUKAP300002647","EUKAP1_00016976","EUKAP2_00000251","EUKAP1_00009728","EUKAP1_00013009","EUKAP2_00006487","EUKAP300006653","EUKAP1_00001258","EUKAP1_00002171","EUKAP2_00001865","EUKAP300002640","EUKAP2_00004825","EUKAP2_00016502","EUKAP2_00003459","EUKAP1_00000128","EUKAP2_00005315","EUKAP2_00001784","EUKAP1_00005518","EUKAP1_00010297","EUKAP2_00002133","EUKAP1_00057446","EUKAP2_00044418","EUKAP300018830","EUKAP300156660","EUKAP300243013","EUKAP300021552","EUKAP300050198","EUKAP1_00392433","EUKAP301198149","EUKAP300118644","EUKAP300121790"
"Y_14",0.164623318055663,0.175058792152699,0.0380489684237128,0.12217021902308,0.0096728278021322,0.0390822386636768,0.0930352453734322,0,0.0239296490513755,0.0095375926709351,0.00943157446044442,0.0296617365111818,0.0125035534292477,0.00548530367904219,0,0.0238704564482846,0.000110686332775267,0,0.0114313168517933,0.00228983250448591,0,0,0.000416285670575032,7.9323683534664e-05,7.64082981621913e-05,0,0.000285991898711443,0.00108040366722663,0,0.00561615507405654,0.00650841670068855,0.000516199873271841,0.00407280377852608,4.40625688477638e-05,0.00430455583642573,0.00474462841752256,0.000129272321170819,0.00208911017191092,0.000775693740838303,0,0.000300696349085198,0.0030323294752173,4.99486376361548e-05,0,0.00434472445559715,0.00198033018546991,0.000123424623001373,0,0,0,6.46361605854094e-05,0.000161562752441801,0.00036925241831135,0,0,0,0.00104994735682196,2.74258131753607e-05,0,0,0,0,0,0,0.00035660328097769,0,0,0,5.87500917970184e-05,0.000220351214857764,0,0,0,8.2277439526082e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05735917376456e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_18",0.215733948342547,0.0816694309255774,0.0543619512904679,0.0998120545451441,0.0952830256449534,0.0498195849066924,0.0273035199208513,4.87059365669584e-05,0.0296460085145712,0.00267710419761257,0.0154989336059081,0.0211835663328553,0.0101959849077157,0.00787536416145343,0,0.0368083831523814,0.000181409467066004,0,0.0104895447731079,0.00170060149442686,0,0,0.000317917327239139,0.000540388202125256,9.07424547648863e-06,0,3.22248002062387e-05,0.00131853263296388,0,0.00742082024126138,0.0082343920143674,0.000682707337387694,0.00169219668633468,0.000414859579883481,0.00462724276319182,0.00640017972830705,0,0.000734555573577311,0.000320625875770888,0,0.000447791638441909,0.00315751481428652,0,0,0.0030347343136416,0.000596895207602251,0.00015926423687708,0,5.34401483181058e-05,0,0,0.000302098220929851,0.000125609719941198,0,0,0.000141777775975534,0.00153528268936221,0,0,0,0,0,0,0,0.000131617108258797,0,0,0,2.84656988329063e-05,0.000962043526377948,1.07416000687462e-05,0,4.26985482493595e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92072989016526e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_2",0.0268042923090891,0.146068817089154,0.0387287601935939,0.129830011709684,0.000144508670520231,0.0417831427114785,0.00271487735095761,0,0.00563653654096411,0,0.0277323662174463,0.00071366797110525,0.00221741949301493,0.00737951596870279,0,0.0405557792992348,0,0,0.00967806517847374,0.00109449458630828,0,0,0,0,0,0,0,0.00280432955659176,0,0.00291153252521772,0.000893125274991328,0.000144508670520231,0.000317447661438825,0.000223281318747832,0.00038970199669894,0.00299682348641281,0,0.00019485099834947,0,0,0,0.00117562430306431,0,0,0.00156296923123482,0,0,0,7.22543352601156e-05,0,7.22543352601156e-05,0,0,0,0,5.03423278292388e-05,0.000764010298934489,0.000216763005780347,0,0,0,0,0,0,0.000433526011560694,0,0,0,0,7.22543352601156e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000794797687861272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_21",0.0832817952556419,0.0706178692675486,0.144141880505017,0.0868083971937922,0.0114922140311019,0.0426294831998882,0.0579981400414857,0,0.0357181501277534,0.00156679627673395,0.043920033352272,0.032609613498233,0.00535008915938803,0.0164887770269982,0,0.0228811256089279,0.00507178238762471,0,0.00890199221594426,0.00165122613097739,0,0,2.03280954607363e-05,0.000339316868088522,4.06561909214726e-05,0,0.000164969320472014,0.00418200949098157,0,0.00515462769572491,0.00491224928639633,0.000612960336222588,0.00596856314468323,0.00110473792026663,0.00269653850106206,0.00400143990353556,0,0.00176538811776906,0,0,0.000296316120380926,0.00192799997648345,2.03280954607363e-05,0,0.00213518422407719,0.00197647565834917,0.000451907213708445,0,3.04921431911044e-05,0,5.08202386518407e-05,2.03280954607363e-05,0.00039482622031261,0,0,0.000587943127189604,0.00104531237008467,0,0,0,0,0,0,0,7.34928908987005e-05,0,0,0,3.2836699977228e-05,0.00434388714899608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26726522468598e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26726522468598e-05,0,0,0,0,0,0,0,0
"Y_23",0.114410739354749,0.0615177394849518,0.164727613104758,0.0953930097420765,0.0355345327605891,0.0230926067917834,0.0409697857081319,0,0.0164509195875312,0.000168398839197922,0.0443365006479274,0.0371271851873316,0.00238211149646681,0.0130282142236798,0,0.0250493273306908,0.000763652097091838,0,0.00794622897559055,0.000476459146533381,0,0,5.4363583647434e-05,0.00380013929091004,0,0,0.00182200216278004,0.00425646454931209,0,0.00253183990867001,0.00597944149261745,0.000294697968596363,0.00111545981156349,9.00567403001518e-05,0.00351990212594392,0.00281647093320071,0,0.00429197346976471,0,0,0.000985865287491622,0.00222652576356241,0,0,0.002903781511273,0.00056541742194239,0.00226642854357961,0,0.000143871091502014,0,3.62423890982894e-05,2.39785152503357e-05,3.62423890982894e-05,0,0,0.00040873322414685,0.0013466414811378,0,0,0,0,0,0,0,4.79570305006714e-05,0,0,0,0,0.00103327308554672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_24",0.055862763843816,0.073298566795978,0.061411829590787,0.114628992929275,0.0177531392739805,0.060472141077415,0.00476121240591135,0.203091090757517,0.00773096427091373,0.0283177669398037,0.0183549917192763,0.00237580867229832,0.00126204635987724,0.00253193016938213,0,0.0436592819107935,0.000388124678841731,0,0.00210194592338952,0.000348865627739381,0,0,0.000103788062774697,0.00314158416282355,0,0,0.000373292683947909,0.00160043812045839,0,0.00173389017302073,0.0043207542927605,0.00135971868322929,0.00196497864745306,0.00015612149708381,0.00191791804820513,0.00102132692264815,3.3143311679703e-05,0.000968993488339033,0,0,0.000127336313139695,0.000736990306581112,0,0,0.000987304805124913,0.000377650811683496,0.000382887745262614,0,0.000113383124089402,9.94299350391091e-05,0,6.62866233594061e-05,9.41930014599915e-05,0,0,0.000373292683947909,0.000416031056942317,0,0,0,0,0,0,0,0,0,0,0,0,9.94299350391091e-05,0,0,3.3143311679703e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3143311679703e-05,0,0,0
"Y_25",0.0929862753053723,0.0462635319591828,0.0933640028957091,0.126567780510429,0.0369678696700614,0.0665954348085251,0.0249016316128826,0,0.0171941785020462,0.051611279413144,0.0250209863653165,0.0076568795459839,0.00245942031366824,0.00295223222306363,0,0.0309715365608465,2.16122757726389e-05,0,0.0040256056894256,0.000914066886995143,0,0,0.00167476697241281,0.000255597093688616,0.000489061693812341,0,3.89541181699752e-05,0.00159336862938593,0,0.00266143122678809,0.00626812291867907,0.00119528658093557,0.00213924650155783,3.46836847946726e-05,0.00206883869638399,0.00168835859922709,0.000108061378863194,0.000381260423845272,1.73418423973363e-05,0,0.00160993014509489,0.00211232335682539,6.93673695893452e-05,0,0.00195223645077019,0.00239781348414112,1.73418423973363e-05,0,0,0,0.000125663330156657,0.00022492373337312,0.000173158315077237,0,0,7.36378029646477e-05,0.000718515969456889,9.0979645361984e-05,0,0,0,0,0,0,6.0566393942614e-05,0,0,0,0,0.000575770905799022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67092119866815e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_28",0.0596858075481837,0.0520649598937818,0.157484144793124,0.0458148557444093,0.00195582407422049,0.0235144823208559,0.034754334890612,0.0822932117496949,0.0204315389617775,0.054834723553641,0.0266858182385026,0.00556403603407541,0.00115667292594743,0.00273484028548834,0,0.018364411255171,2.45522287285628e-05,0,0.00330563220530246,0.00108791624847379,0,0,0.000452835988633448,0.00150376939501937,0.000722885286326182,0.00159628597716166,5.3133298078608e-05,0.00266616420057075,0,0.0014058399312632,0.00466257755233815,0.00399842196116839,0.000908257074150862,0.000263958638635552,0.00182872562232922,0.000953546362363563,0.000166247783848111,0.00232875328102437,3.47665246571445e-05,0,0.000171103432953159,0.00093205207232432,0.000210730544307027,0,0.000778105621161947,0.00029706660873389,6.85369290606694e-05,0,2.45522287285628e-05,0,0,0.000530780685868914,7.92492851160608e-05,0,0,7.7187466680361e-05,0.000618182448477856,5.10714796429082e-05,0,0,0,0,0,0,6.08825116945973e-05,0,0,0,0,0.000484002154867459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000876951752059929,0,0,0,0,0,0,0,0,0,0,0
"Y_29",0.000695323806685456,0.0774830904233187,0.14098149541247,0.174061547097523,3.89741990802089e-05,0.0831837288865391,0.00140710747890095,8.81964869321483e-05,0.000371263969265341,0.000689112029927151,0.024629806113834,4.92222878519394e-05,0.000147666863555818,0.00211267937435813,0,0.0622855124131097,0.000127170686012357,0,0.000715819984228917,0,0,0,7.79483981604178e-05,0.00126751323937198,0,0,3.89741990802089e-05,0.0029166958455192,0,0.0010296317328773,9.84445757038787e-05,0.000264589460796445,0.000155896796320836,0.000137418774784088,0.000264589460796445,0.000313811748648384,0,0,4.92222878519394e-05,0,0,0.000205119084172775,0,0,0.000363034036500324,0,0.000412256324352263,0,4.92222878519394e-05,0,0,0,0,0,0,0.000225615261716236,4.92222878519394e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_3",0.0711987348890036,0.102184550656479,0.125544816756973,0.190923601867076,0.00485045649573703,0.0753546383105617,0.0805632749058656,0,0.00860007887421653,0.000159959833217812,0.0620922773252982,0.0142131772850282,0.0249960137120092,0.0171919484053338,0,0.0446516715134525,1.95228612705478e-05,0,0.00660939382611855,0.00115121066895892,0,0,0.000176335241943835,0.00211979119088495,0.000338183546688361,0,1.95228612705478e-05,0.00576171875937474,0,0.00292147882850073,0.00581462192860624,0.000474843575582196,0.00252158790095069,0.00215380098935481,0.00238303074503565,0.00188111042207605,0,0.00156244973665823,0.00333334738670894,0,0.000297249352620551,0.00164935404886509,0,0,0.00107248973336782,0.00141885665667195,0.000493107455834934,0,9.82437968616439e-05,0,0.000236792297282193,7.99799166089058e-05,3.96752130500005e-05,0,0,0.000158700852200002,0.00110838800336439,0.000100132268388358,4.03047035589053e-05,0,0,0,0,0,0,0,0,0,0.000157441871182192,0.00148813523462947,0.000118396148641097,0,6.0457055338358e-05,8.06094071178107e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_31",0.0445936515206037,0.234539932299918,0.110014304095808,0.110756169882654,0.00658176506233361,0.0645743197668351,0.00488506096278676,0.0175141327426322,0.00951549110599129,0.0154916044732525,0.0189854295278908,0.00679160260394517,0.000578885550098217,0.00169827353886368,0,0.0483632227793797,0.00025947154680512,0,0.00121334405069562,0.000296180070379423,0,0,0.000268393595129831,0.00235290498154838,0.000116352700915493,0.000373966623516821,0.00097069627026446,0.00177187362235941,0.0221179797772097,0.000850994393635632,0.0037833340343236,0.00201517566037177,0.00023707490781978,0.00100842512411422,0.000899136847319647,0.000538644814463454,3.13186873100511e-05,0.000824045212314374,1.43118845889627e-05,0,0.000134196797564916,0.000276478349526208,0.0102389870534887,0,0.000388278508105784,3.13186873100511e-05,0.00132765609106019,0,0.000282705479718794,0,0,0.000185217205728181,0,0,0,0.000299712282439882,0.000236237613891446,0,0,0,0,0,0,0,1.43118845889627e-05,0,0,0,0,0.000325641133485682,3.40136054421769e-05,0,3.40136054421769e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107504996502837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_32",0.0272671309885638,0.0606485984159255,0.147264333858017,0.0883061237362377,0.0049343924280943,0.0392468749196429,0.01231450943413,0.0563850570199148,0.0193463035413458,0.0254743684591238,0.0281299218711279,0.00450031394103823,0.000436764131243426,0.00177660941766021,0,0.0248409688810397,8.85187593563207e-05,0,0.00158522670425118,0.000468407974459149,0,0,0.000365475642726413,0.000126914284656292,0.000177037518712641,0.0195504547871293,0.000125902998231696,0.00220846589991153,0,0.000930263479356925,0.00221144024593297,0.00212113696673686,0.000749201707144401,0.000163316993733247,0.000996257702174235,0.000469359747631396,0.000147098009318536,0.000153433318069011,2.6548790038894e-05,0,7.37869479523294e-05,0.000346847468754911,3.73842388753753e-05,0,0.000515012598227914,7.28351747800832e-05,0.000127866057828539,0,7.76833105198394e-05,0,0,0.000477220850446438,0.000125932754857871,0,1.18169786349026e-05,3.73842388753753e-05,0.000163763123693195,4.82196877118567e-05,0,0,0,0,0,0,0,0,0,0,0,3.69083522892522e-05,0,0,0,0,0.00791864744624297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36339572698053e-05,0,0,0,0,0,0,0,0,0,0,0
"Y_33",0.00767830952556496,0.158667414664204,0.0671553856035305,0.161464256202933,0.00495715894275871,0.0968308536568669,0.0013290103225531,2.52206809583859e-05,0.00250144458937818,0.0191634758142786,0.0123160753906004,0.000514127552628762,0.000851169494490236,0.00108557096932776,0,0.0482160275735227,0.000143232684465028,0,0.00410249522148117,0.000766469573227267,0,0,0.000488230816597144,0.000210668115040252,0,0,0.000336501097802889,0.00106844168965467,0,0.00245801294062952,0.000547169212843141,0.00212973845512657,0.00121167437411969,0.000286194946900764,0.00131336836404112,0.00149058918582305,2.52206809583859e-05,0.00166618747542922,0,0.000185177012052574,0,0.000773749708424675,0.00191124936083032,0,0.00121221521817828,0,8.42942882190303e-05,0,5.8938396245998e-05,0,0,0.000151324085750315,0.000143097473450382,0,0,6.73002195605778e-05,0.000361856989775921,0,0,0,0,0,0,0,0,0,0,0,0,1.68588576438061e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_34",0.0173308968542941,0.0679534360109781,0.284925790683909,0.0680683371359238,0.00408296148816267,0.0362881444943959,0.0165258699917053,0,0.00348681774932046,0.0448515822237552,0.052416893464574,0.00465044842081311,0.000603111074636737,0.00265892022181395,0,0.0176916062708213,4.99525450821719e-05,0,0.00378653301981349,0.000339019946129998,0,0,0.000239114855965654,4.99525450821719e-05,0.000596143738842205,0.0658744994174657,0.00012488136270543,0.00405062414832023,0,0.00271952063634133,0.00124184629125977,0.00234855708187571,0.000481910245581982,0.000189162310883482,0.0013311035119789,0.00153827475960894,0.000696048829006549,0.00101705983838999,0,0.000567486932650445,4.99525450821719e-05,0.00206645701662242,0,0,0.0016238514466774,0.000314043673588912,7.49288176232579e-05,0,4.99525450821719e-05,0,0,0.000517534387568274,0.000114233493260224,0,0,2.4976272541086e-05,0.00026409112850674,0,0,0,0,0,0,0,0.00024976272541086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179868535446501,0,0,0,0,0,0,0,0,0,0,0
"Y_38",0.124005191013095,0.0548646477538561,0.0216881128482082,0.0634016284724355,0.103476005436814,0.0213285501941697,0.0286567302653001,0,0.0158015282923466,0.048948402910869,0.00292428325629222,0.0266756466375183,0.00148344314487376,0.000334990636507549,0,0.0268976244139112,0.000216412621813608,0,0.00736888336468947,0.00228675782148245,0,0,0.00328457900222624,0.000326117165955966,6.91026019807258e-05,0,0.000197883063019898,0.000327214796429766,0.0835611136721578,0.00367629312125464,0.00541412620915209,0.00364962237277222,0.00331827963635819,0.000155322119498107,0.0058400741592538,0.0032350297505848,0.000299992775576655,0.0162977853954523,0,0.000251355231649244,0.000289062962636138,0.00229721511524809,0.000608738178575562,0,0.00280250969120565,0.000482694422319501,0.000139612932950914,0,0.000423951773075634,0,0,0.000788485448780818,0.000842716733000155,0,0,4.35798207997769e-05,0.00119416742475074,7.49981938941636e-05,0,0,0,0,0,0,0.000131290734770028,0,0,0,0,0.00241104550533006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71596415995537e-06,0,0,0
"Y_39",0.16709931865679,0.0524815992157897,0.0226383535326286,0.0663647328100817,0.0995663052412874,0.0171693821520873,0.0155437913622499,0,0.0329963547893363,0.0288793267792803,0.00548466818099341,0.0278284113151293,0.00151839619776718,0.000236456470811369,0,0.0342187815178709,0.000469025665112731,0,0.0111295151960335,0.00126642130936392,0,0,0.0015453294074093,0.000372260789260985,0,0,0.000141711618330068,0.000314290744435084,0,0.00499810164901057,0.005487588940581,0.00208761305463798,0.00503425344637676,0.000115940089651804,0.00475534049651585,0.00486222204639777,0.000207731292192879,0.00736159386759052,0,1.3956928917361e-05,0.000210684942133105,0.002578767583491,0.000218734571170014,0,0.00265677118452355,0.000745271746412732,0.000224641871050466,0,0.00033925095232958,0,2.20065579542704e-05,0.000874357444198129,0.00101178440421528,0,0,3.59634868716314e-05,0.0012572687263484,2.49602078944962e-05,0,0,0,0,0,0,2.20065579542704e-05,0,0,0,0,0.000197539333999512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_4",0.0348862082187927,0.108847010025198,0.0439734050943061,0.207675521031928,0.00467262087196356,0.0820136281485046,0.0151959185413438,0,0.00943973620495115,0.000124842244135632,0.0317210394746349,0.00799249641930175,0.0238875593304951,0.00709557262773694,0,0.0548809061765352,1.0698505418793e-05,0,0.00478444463792711,0.000553450234389823,0,0,0.000101726939040651,0.000185420886880647,0.000351617892062104,0,1.6035663315213e-05,0.00297047610151345,0,0.00234196529595123,0.00225596432310051,0.00041411481994342,0.000974420515608152,0.000804204665029858,0.00100762787961393,0.00176084055956817,0,0.0024650188640601,0.00411412594229725,0,1.0698505418793e-05,0.00118690945797404,0,0,0.00106840651323785,0.000524439704142328,0.000171230939823876,0,5.34683374680121e-05,0,3.75600961538462e-05,0.000133798265671077,2.3218537470075e-05,0,2.50400641025641e-05,5.88054953644321e-05,0.00114888805306791,0.000258816311059662,0,0,0,0,0,0,8.0226695827971e-05,0,0,0,0.000224723466917841,0.000576189747352945,0,0,1.0698505418793e-05,0,0,0,0,0,0,0,0.000139080570444309,0,0,0,0,0,0,0,0,0,1.6035663315213e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1397010837586e-05,0,0,0
"Y_40",0.163122602191166,0.0659697293677821,0.0805210983135549,0.0387154328484654,0.0660070058474765,0.00533368044872679,0.0342098741543733,0,0.0368995104301684,0.0109515520390563,0.0170050564889206,0.0432963546837691,0.00127377460192588,0.00103024781876842,0,0.0228017781049974,3.69774622367667e-05,0,0.0160179585321426,0.00307012558776474,0,0,9.86791392243858e-05,0.000191292524869645,0,0.00447079093389502,0.000210194466696692,0.00151565920897186,0,0.00807295048230998,0.00613088457609129,0.00114517990551452,0.00503790692869507,0.000128886166792359,0.0071894946206903,0.00641943178385286,7.6659455581104e-05,0.00185507930256759,0,0.00013000405859069,0.00187174546079798,0.00401614728317218,0.000522898042600235,0,0.00361872619516706,0.00163034026798608,0.000125938155029466,0,0.000577652007789155,0,0,0.000332553679475579,0.00112240755105589,0,0,0.000107984374947408,0.00240640978957348,1.24229775392566e-05,0,0,0,0,0,0,0.000283444710080558,0,0,0,0,0.00105497203351927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0996995897952e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5249248974488e-05,0,0,0,0,1.5249248974488e-05,0,0,0
"Y_41",0.100324573603199,0.0534060333944802,0.0960186498375036,0.0427730390082363,0.0275807676963321,0.00532918568613684,0.0153072812456805,0.00284610371962768,0.0169003567930784,0.0039951417235712,0.0293646181584162,0.015331661746478,0.000958944320463076,0.00171370226777952,0,0.0210710211718697,3.74041518608566e-05,0,0.00839229653736278,0.00130993890775048,0,0,0.000162172835021545,0.000104530145142183,0,0,0.000140397834914963,0.00258888404286592,0,0.00358676897727793,0.0061300374960956,0.000924613092778374,0.00867113904477234,0.00036021335981587,0.00481983405747162,0.00291349424378251,5.61062277912848e-05,0.00404229370970752,0,0,0.00014193429700304,0.0030585014649617,1.87020759304283e-05,0,0.00272133503646699,0.00019496760061817,5.30333036151303e-05,0,0.000520849732749338,0,0,0.000562863270874427,0.000302570669936508,0,1.7165613842351e-05,0.000230835290390949,0.000717353795455586,1.7165613842351e-05,0,0,0,0,0,0,0,0,0,0,3.74041518608566e-05,0.000408637277166769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107603069318338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_42",0.0416632542991236,0.0860139634936921,0.0289776664607406,0.0132587263134038,0.00951765572140096,0.00182548609262944,0.00718894580326454,0.0978808164324562,0.00687706532950362,0.131084650496888,0.0130932018867771,0.00431878005238368,0.000494947247067406,0.000671209918207835,0,0.00486795418436618,0.00149151847476579,0,0.00267194330424019,0.00100370505979796,0,0,0.00289870107927916,0.0017209926530838,0.000542268849150922,0,0.00139710381986676,0.00111068635335463,0,0.00193495524019714,0.00236605391623885,0.00950508908274332,0.00397077331958889,0.00168600914038992,0.00196427739706496,0.00177227458545186,0.000610306299729166,0.000145925136535095,4.58491258100012e-05,0.000564457173919165,9.31707278935173e-05,0.00103155474039227,0.0287078021511076,0,0.000770042001927413,0.000720003996564866,0.000920156018015053,0,0.0209744293746146,0,0,0.00185209184621823,0.000526757257946256,0,0,0.00118314123275342,0.000475475325578193,0.000141736256982549,0,0,0,0,0,0,6.53210472992138e-05,0,0,0,0,0.000501852529898982,5.84157644676377e-05,0.064350070018449,0.00011535905266176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143440508401752,0,0,0.000223812822491945,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Y_43",0.0644650733487799,0.0669987875523437,0.0462508289477213,0.0125688223234639,0.026685913041203,0.0020943421013646,0.0398154197433767,0.211691659365631,0.00883812859359754,0.118252093508428,0.0104723311085015,0.00807196893063953,0.00107692664379282,0.000660416702202776,0,0.00247914123218607,4.36522476068268e-05,0,0.00399793623679335,0.00149116256631248,0,0,0.00272621579201344,0.000838255768808541,0.000570548424369398,7.15089527157465e-05,0.000224216527106368,0.000951731781924244,0,0.00232994433044447,0.00331785904062551,0.00743217906574115,0.00670734990916567,0.000277386727167008,0.00107078879240776,0.00140168915264604,0.000992658816637295,0.00604499569212934,1.30806158353935e-05,0.00137945514940623,0.000184298659386435,0.00119378331755352,0.0637762396596482,0,0.00110204729020046,0.000304557125830913,0.000401218143224329,0,0.00192943250655144,0,0,0.00231944806969132,0.00150463804631481,0.00208710789463619,1.30806158353935e-05,0.000114485180108822,0.000464390026984694,0.000257170498337192,0,0,4.17850576633796e-05,0,0,0,0,0,0,0,0,0.000330556927227649,3.15910849958142e-05,0,0.00030404197631497,0,0.000369122754520077,0,0,0,0,0.000296562930309918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00895842252469e-05,0,0,0,0,0,0,0,0,0,0,0
"Y_5",0.00202287192514239,0.0770805793811891,0.0889932858842779,0.268677343285988,0.000225028468573159,0.11315637345668,0.0061298851234193,0,0.000702396616971697,4.09668168783286e-05,0.0641498756854176,0.000114591477556261,0.00565002453607243,0.0126402128139366,0,0.060960642257689,1.36556056261095e-05,0,0.000472021515851153,0.000196525111312918,0,0,2.7311211252219e-05,0.000454211423685681,3.68123303389661e-05,0,5.46224225044381e-05,0.00554081574004098,0,0.000536145057442338,0.000225028468573159,0,0.000504679359650757,0.00104259461161641,0.000193562770781578,0.000279650891077597,0,3.68123303389661e-05,0.000440555818059571,0,0,0.000147249321355865,0,0,0.000275496404538235,0,0.000608577572112248,0,0.000109244845008876,0,0,0,5.46224225044381e-05,0,0,5.46224225044381e-05,2.31567247128566e-05,0,2.7311211252219e-05,0,0,0,0,0,1.36556056261095e-05,0,0,0,9.67813853907889e-05,5.99690550518227e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31567247128566e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
